School Code,District Code,Region,Grade 2012,Ach 2012,Grth 2012,Grade 2011,Ach 2011,Grth 2011,Grade 2010,Ach 2010,Grth 2010,FRL 2012,FRL 2011,FRL 2010,Asian 2012,Black 2012,hisp 2012,White 2012,Asian 2011,Black 2011,hisp 2011,White 2011,Asian 2010,Black 2010,hisp 2010,White 2010
6376,20,Metro,5,2,6,3,3,5,2,2,6,89.94%,91.0%,91.0%,0.004282655,0.03640257,0.798715203,0.139186296,0.004264392,0.012793177,0.797441365,0.176972281,0.004264392,0.012793177,0.797441365,0.176972281
6418,2840,West Central,3,7,1,3,8,1,6,9,1,65.32%,54.8%,54.8%,0,0.006493506,0.116883117,0.850649351,0,0.007518797,0.082706767,0.879699248,0,0.007518797,0.082706767,0.879699248
3622,1420,Metro,10,6,11,9,7,11,10,8,12,31.37%,31.0%,31.0%,0.032679739,0.022875817,0.245098039,0.637254902,0.037617555,0.015673981,0.272727273,0.626959248,0.037617555,0.015673981,0.272727273,0.626959248
4332,1560,North Central,12,9,13,12,9,12,12,9,12,29.34%,26.0%,26.0%,0.022082019,0.003154574,0.104100946,0.851735016,0.026946108,0.005988024,0.089820359,0.862275449,0.026946108,0.005988024,0.089820359,0.862275449
5842,2000,West Central,5,5,4,5,6,5,6,6,6,45.99%,48.5%,48.5%,0.004405286,0.00660793,0.165198238,0.803964758,0.004576659,0.00228833,0.160183066,0.819221968,0.004576659,0.00228833,0.160183066,0.819221968
9576,2515,North Central,10,8,9,12,9,13,9,8,8,55.71%,61.3%,61.3%,0.007042254,0.007042254,0.313380282,0.626760563,0.007117438,0.007117438,0.270462633,0.661921708,0.007117438,0.007117438,0.270462633,0.661921708
8432,1420,Metro,5,5,6,5,5,6,6,5,6,77.78%,75.9%,75.9%,0.071111111,0.022222222,0.471111111,0.404444444,0.061965812,0.012820513,0.47008547,0.405982906,0.061965812,0.012820513,0.47008547,0.405982906
8232,880,Metro,6,3,9,7,3,10,9,3,12,89.61%,88.7%,88.7%,0.008849558,0.522123894,0.368731563,0.07079646,0.005571031,0.598885794,0.298050139,0.064066852,0.005571031,0.598885794,0.298050139,0.064066852
242,130,Metro,10,9,9,10,9,9,12,9,12,14.78%,16.0%,16.0%,0.066206897,0.075862069,0.16,0.617931034,0.072983355,0.058898848,0.180537772,0.610755442,0.072983355,0.058898848,0.180537772,0.610755442
243,130,Metro,9,12,6,9,12,6,11,12,8,2.57%,4.4%,4.4%,0.075934579,0.04088785,0.077102804,0.75817757,0.080206986,0.040103493,0.081500647,0.747736093,0.080206986,0.040103493,0.081500647,0.747736093
2292,130,Metro,12,12,13,13,12,12,13,12,13,13.48%,17.2%,17.2%,0.087470449,0.040189125,0.108747045,0.687943262,0.096470588,0.035294118,0.131764706,0.663529412,0.096470588,0.035294118,0.131764706,0.663529412
7209,2690,Pikes Peak,7,6,8,6,6,6,9,7,9,51.40%,57.4%,57.4%,0.002325581,0.01627907,0.597674419,0.358139535,0,0.018823529,0.597647059,0.352941176,0,0.018823529,0.597647059,0.352941176
248,580,Southwest,6,5,6,6,6,6,2,6,2,71.76%,84.2%,84.2%,0,0,0.86259542,0.122137405,0,0,0.908333333,0.075,0,0,0.908333333,0.075
249,1040,Pikes Peak,10,10,9,9,10,7,9,11,8,8.45%,6.8%,6.8%,0.022346369,0.009310987,0.117318436,0.817504655,0.013961606,0.012216405,0.102966841,0.841186736,0.013961606,0.012216405,0.102966841,0.841186736
6394,880,Metro,1,1,4,1,1,1,5,2,5,87.53%,87.7%,87.7%,0.002597403,0.467532468,0.446753247,0.033766234,0.009615385,0.514423077,0.40625,0.026442308,0.009615385,0.514423077,0.40625,0.026442308
6395,40,Metro,3,6,4,1,5,1,1,6,1,64.74%,54.8%,54.8%,0.001703578,0.003407155,0.63032368,0.33560477,0.003184713,0.01433121,0.570063694,0.383757962,0.003184713,0.01433121,0.570063694,0.383757962
6396,900,Metro,7,9,6,7,9,7,9,9,6,6.81%,6.0%,6.0%,0.041758242,0.008791209,0.09010989,0.815384615,0.03992016,0.013972056,0.097804391,0.804391218,0.03992016,0.013972056,0.097804391,0.804391218
6397,880,Metro,9,6,8,9,6,11,9,6,11,39.34%,45.0%,45.0%,0.010471204,0,0.581151832,0.37434555,0.013477089,0.002695418,0.603773585,0.350404313,0.013477089,0.002695418,0.603773585,0.350404313
2308,30,Metro,4,3,5,3,4,5,3,3,5,90.75%,91.9%,91.9%,0.001779359,0.010676157,0.823843416,0.145907473,0.003412969,0.015358362,0.805460751,0.155290102,0.003412969,0.015358362,0.805460751,0.155290102
4358,1010,Pikes Peak,6,6,6,6,6,3,6,6,3,74.64%,76.2%,76.2%,0.019607843,0.078431373,0.339869281,0.506535948,0.010380623,0.065743945,0.301038062,0.567474048,0.010380623,0.065743945,0.301038062,0.567474048
263,10,Metro,3,1,5,3,2,5,3,1,6,90.18%,90.6%,90.6%,0,0.011160714,0.904017857,0.075892857,0,0.026845638,0.850111857,0.109619687,0,0.026845638,0.850111857,0.109619687
6188,880,Metro,1,3,6,5,3,6,1,2,3,97.69%,98.4%,98.4%,0.016366612,0.016366612,0.931260229,0.019639935,0.010948905,0.010948905,0.952554745,0.02189781,0.010948905,0.010948905,0.952554745,0.02189781
266,900,Metro,11,9,9,7,9,6,9,9,7,8.03%,7.7%,7.7%,0.03649635,0.013138686,0.059854015,0.849635036,0.046548957,0.012841091,0.062600321,0.834670947,0.046548957,0.012841091,0.062600321,0.834670947
8460,1550,North Central,6,7,6,6,8,6,7,9,6,44.81%,41.8%,41.8%,0.001814882,0.012704174,0.275862069,0.671506352,0.003683241,0.020257827,0.261510129,0.67587477,0.003683241,0.020257827,0.261510129,0.67587477
9602,980,Pikes Peak,9,10,6,13,12,12,12,10,10,71.32%,74.3%,74.3%,0.05721393,0.2039801,0.315920398,0.368159204,0.048257373,0.26541555,0.316353887,0.316353887,0.048257373,0.26541555,0.316353887,0.316353887
8462,2000,West Central,5,6,3,6,6,5,4,7,3,50.13%,45.2%,45.2%,0,0.004796163,0.175059952,0.78177458,0,0.007109005,0.170616114,0.798578199,0,0.007109005,0.170616114,0.798578199
8466,1010,Pikes Peak,6,6,6,5,6,5,3,6,3,55.94%,51.7%,51.7%,0.011494253,0.057471264,0.203065134,0.639846743,0.012383901,0.043343653,0.20123839,0.678018576,0.012383901,0.043343653,0.20123839,0.678018576
2328,1430,Southeast,5,9,1,2,9,1,4,9,1,36.99%,41.1%,41.1%,0,0,0.141176471,0.847058824,0,0,0.107526882,0.88172043,0,0,0.107526882,0.88172043
3460,1180,Northwest,6,6,6,9,6,9,3,6,3,43.31%,54.5%,54.5%,0.001821494,0,0.593806922,0.39708561,0.005328597,0,0.605683837,0.376554174,0.005328597,0,0.605683837,0.376554174
4380,980,Pikes Peak,10,12,9,10,12,9,12,12,11,41.23%,38.8%,38.8%,0.055970149,0.057835821,0.322761194,0.529850746,0.054368932,0.110679612,0.295145631,0.502912621,0.054368932,0.110679612,0.295145631,0.502912621
5850,1130,Pikes Peak,5,6,5,6,6,8,5,6,6,62.73%,58.8%,58.8%,0,0.007092199,0.14893617,0.773049645,0,0.007142857,0.128571429,0.8,0,0.007142857,0.128571429,0.8
2340,910,Northwest,7,12,6,9,12,6,9,12,6,0.63%,0.0%,0.0%,0.019047619,0,0.038095238,0.917460317,0.016722408,0,0.036789298,0.91638796,0.016722408,0,0.036789298,0.91638796
2438,2690,Pikes Peak,5,5,4,5,5,6,4,6,4,90.15%,92.3%,92.3%,0,0.00456621,0.917808219,0.077625571,0,0.012,0.936,0.044,0,0.012,0.936,0.044
146,1550,North Central,6,6,4,6,7,6,6,8,6,18.65%,19.4%,19.4%,0.04822335,0.005076142,0.11928934,0.746192893,0.044502618,0.011780105,0.090314136,0.794502618,0.044502618,0.011780105,0.090314136,0.794502618
2343,470,North Central,9,8,9,8,8,6,7,9,6,26.97%,25.4%,25.4%,0.089579525,0.020109689,0.144424132,0.73308958,0.103969754,0.020793951,0.145557656,0.712665406,0.103969754,0.020793951,0.145557656,0.712665406
2346,910,Northwest,6,6,7,9,6,9,8,6,7,50.37%,47.4%,47.4%,0.022222222,0,0.548148148,0.403703704,0.030927835,0,0.549828179,0.41580756,0.030927835,0,0.549828179,0.41580756
301,20,Metro,9,9,9,10,9,10,9,9,7,31.53%,29.3%,29.3%,0.037099494,0.011804384,0.26306914,0.662731872,0.017322835,0.007874016,0.220472441,0.743307087,0.017322835,0.007874016,0.220472441,0.743307087
304,3040,Northeast,7,11,5,7,11,5,6,10,6,38.18%,43.1%,43.1%,0.016393443,0,0.229508197,0.721311475,0.014084507,0,0.267605634,0.718309859,0.014084507,0,0.267605634,0.718309859
4402,1420,Metro,8,9,6,8,9,6,8,10,6,13.37%,10.7%,10.7%,0.045346062,0.002386635,0.069212411,0.823389021,0.047263682,0.004975124,0.077114428,0.805970149,0.047263682,0.004975124,0.077114428,0.805970149
4852,3080,North Central,6,6,6,6,6,5,6,6,6,61.44%,65.0%,65.0%,0.002832861,0.002832861,0.512747875,0.444759207,0.002873563,0.002873563,0.479885057,0.474137931,0.002873563,0.002873563,0.479885057,0.474137931
310,180,Metro,1,3,3,2,3,3,1,5,2,59.14%,60.9%,60.9%,0.035087719,0.255360624,0.423001949,0.22417154,0.029605263,0.238486842,0.439144737,0.236842105,0.029605263,0.238486842,0.439144737,0.236842105
1434,470,North Central,6,6,6,6,6,6,1,6,1,57.72%,61.9%,61.9%,0.022988506,0.018390805,0.452873563,0.491954023,0.01793722,0.013452915,0.466367713,0.48206278,0.01793722,0.013452915,0.466367713,0.48206278
2361,20,Metro,8,8,7,9,8,9,9,9,9,19.22%,22.4%,22.4%,0.066775244,0.013029316,0.216612378,0.680781759,0.023679417,0.003642987,0.229508197,0.739526412,0.023679417,0.003642987,0.229508197,0.739526412
2364,880,Metro,6,3,9,8,3,11,5,1,7,94.92%,96.4%,96.4%,0,0.010416667,0.924479167,0.049479167,0,0.012690355,0.916243655,0.063451777,0,0.012690355,0.916243655,0.063451777
7708,1420,Metro,6,5,6,6,6,7,6,5,6,65.97%,63.7%,63.7%,0.040865385,0.004807692,0.384615385,0.519230769,0.028708134,0.007177033,0.385167464,0.528708134,0.028708134,0.007177033,0.385167464,0.528708134
6466,2180,West Central,9,6,9,9,6,9,6,6,5,59.31%,59.6%,59.6%,0.009803922,0.014705882,0.370098039,0.585784314,0.009975062,0.017456359,0.364089776,0.586034913,0.009975062,0.017456359,0.364089776,0.586034913
54,3120,North Central,5,2,6,3,3,4,5,3,5,90.23%,88.4%,88.4%,0,0.016286645,0.895765472,0.078175896,0,0.007598784,0.878419453,0.109422492,0,0.007598784,0.878419453,0.109422492
2374,2020,Northwest,6,5,6,6,6,6,6,5,8,52.56%,56.7%,56.7%,0,0,0.292307692,0.669230769,0,0,0.278388278,0.677655678,0,0,0.278388278,0.677655678
4426,180,Metro,1,5,3,3,5,3,5,5,6,70.66%,70.1%,70.1%,0.045627376,0.273764259,0.431558935,0.197718631,0.051878354,0.259391771,0.454382826,0.189624329,0.051878354,0.259391771,0.454382826,0.189624329
6476,1550,North Central,12,8,12,7,6,7,9,7,9,50.79%,44.9%,44.9%,0.02905569,0.036319613,0.208232446,0.690072639,0.022099448,0.008287293,0.232044199,0.696132597,0.022099448,0.008287293,0.232044199,0.696132597
8930,3140,North Central,3,5,4,5,5,6,6,5,6,75.81%,70.3%,70.3%,0,0.001618123,0.708737864,0.275080906,0,0.003184713,0.689490446,0.288216561,0,0.003184713,0.689490446,0.288216561
2382,140,Metro,9,6,9,8,6,7,8,6,9,78.66%,79.9%,79.9%,0.033472803,0.016736402,0.59832636,0.305439331,0.017857143,0.03125,0.535714286,0.370535714,0.017857143,0.03125,0.535714286,0.370535714
6479,880,Metro,6,7,5,9,9,9,9,6,5,35.11%,28.3%,28.3%,0.026666667,0.12,0.151111111,0.56,0.022123894,0.146017699,0.14159292,0.544247788,0.022123894,0.146017699,0.14159292,0.544247788
8248,1420,Metro,9,6,9,11,6,12,10,6,10,92.97%,90.7%,90.7%,0.008588957,0.018404908,0.823312883,0.131288344,0.017038008,0.02621232,0.788990826,0.144167759,0.017038008,0.02621232,0.788990826,0.144167759
6482,1550,North Central,6,6,5,8,7,7,6,7,6,36.52%,32.3%,32.3%,0.026726058,0.006681514,0.19376392,0.763919822,0.017456359,0.007481297,0.172069825,0.793017456,0.017456359,0.007481297,0.172069825,0.793017456
6483,1110,Pikes Peak,6,6,6,8,7,7,7,7,6,42.83%,39.7%,39.7%,0.037234043,0.095744681,0.203900709,0.604609929,0.044117647,0.119485294,0.216911765,0.573529412,0.044117647,0.119485294,0.216911765,0.573529412
6486,2180,West Central,5,4,6,6,4,9,5,3,6,77.48%,78.6%,78.6%,0,0,0.52027027,0.466216216,0.002096436,0.002096436,0.513626834,0.467505241,0.002096436,0.002096436,0.513626834,0.467505241
348,130,Metro,6,6,6,7,7,8,6,6,7,33.60%,33.9%,33.9%,0.0656,0.1232,0.1968,0.5584,0.064873418,0.131329114,0.213607595,0.533227848,0.064873418,0.131329114,0.213607595,0.533227848
4450,880,Metro,3,1,5,5,1,6,8,3,12,97.36%,96.6%,96.6%,0.031180401,0.0155902,0.888641425,0.042316258,0.011990408,0.014388489,0.896882494,0.050359712,0.011990408,0.014388489,0.896882494,0.050359712
2790,1570,North Central,6,6,7,6,6,8,9,7,9,43.12%,43.4%,43.4%,0.015444015,0.007722008,0.277992278,0.667953668,0.009633911,0.013487476,0.304431599,0.641618497,0.009633911,0.013487476,0.304431599,0.641618497
4456,1550,North Central,7,7,7,6,7,7,7,8,6,28.63%,28.3%,28.3%,0.028634361,0.00660793,0.18722467,0.746696035,0.03539823,0.006637168,0.207964602,0.721238938,0.03539823,0.006637168,0.207964602,0.721238938
2410,20,Metro,9,7,10,10,7,12,10,7,10,17.98%,16.5%,16.5%,0.040449438,0.015730337,0.168539326,0.739325843,0.024489796,0.004081633,0.148979592,0.795918367,0.024489796,0.004081633,0.148979592,0.795918367
7718,900,Metro,7,6,8,6,6,6,6,7,5,36.22%,33.1%,33.1%,0.024767802,0.018575851,0.235294118,0.696594427,0.017910448,0.017910448,0.232835821,0.725373134,0.017910448,0.017910448,0.232835821,0.725373134
6508,880,Metro,9,6,9,11,6,10,10,6,12,56.83%,53.9%,53.9%,0.086845466,0.320561941,0.385696041,0.146871009,0.09,0.3325,0.38125,0.13375,0.09,0.3325,0.38125,0.13375
9618,1010,Pikes Peak,5,5,6,6,5,7,7,5,9,78.73%,77.2%,77.2%,0.018656716,0.078358209,0.496268657,0.343283582,0.015209125,0.098859316,0.441064639,0.365019011,0.015209125,0.098859316,0.441064639,0.365019011
2414,3120,North Central,3,4,3,4,5,5,3,4,4,90.35%,93.0%,93.0%,0.001785714,0.005357143,0.907142857,0.078571429,0.001724138,0,0.901724138,0.086206897,0.001724138,0,0.901724138,0.086206897
4465,70,Metro,3,2,5,5,3,7,1,1,1,87.37%,86.0%,86.0%,0.027859238,0.005865103,0.832844575,0.123167155,0.022727273,0.00802139,0.815508021,0.135026738,0.022727273,0.00802139,0.815508021,0.135026738
5758,1420,Metro,13,12,12,13,12,13,13,12,13,2.53%,3.0%,3.0%,0.021381579,0,0.0625,0.904605263,0.017211704,0.006884682,0.056798623,0.900172117,0.017211704,0.006884682,0.056798623,0.900172117
5524,1420,Metro,9,10,10,10,12,11,12,12,12,12.32%,6.4%,6.4%,0.024630542,0,0.093596059,0.834975369,0.025445293,0,0.081424936,0.844783715,0.025445293,0,0.081424936,0.844783715
4474,1000,Pikes Peak,8,9,6,6,9,6,6,9,6,39.64%,40.0%,40.0%,0.004175365,0.081419624,0.223382046,0.584551148,0.004115226,0.074074074,0.226337449,0.58436214,0.004115226,0.074074074,0.226337449,0.58436214
2428,130,Metro,6,5,6,6,5,8,7,5,8,68.62%,67.2%,67.2%,0.049142857,0.289142857,0.316571429,0.278857143,0.058479532,0.286549708,0.323976608,0.276023392,0.058479532,0.286549708,0.323976608,0.276023392
4478,1420,Metro,6,6,6,8,6,8,7,7,8,29.66%,25.3%,25.3%,0.064971751,0.011299435,0.242937853,0.632768362,0.068181818,0.017045455,0.252840909,0.619318182,0.068181818,0.017045455,0.252840909,0.619318182
388,880,Metro,9,6,9,9,7,9,9,7,9,47.92%,53.6%,53.6%,0.028753994,0.079872204,0.293929712,0.523961661,0.055408971,0.073878628,0.308707124,0.496042216,0.055408971,0.073878628,0.308707124,0.496042216
6534,30,Metro,8,3,10,1,1,1,1,1,3,88.12%,91.9%,91.9%,0.00257732,0.015463918,0.87628866,0.092783505,0.003992016,0.017964072,0.890219561,0.077844311,0.003992016,0.017964072,0.890219561,0.077844311
4488,2862,Northeast,7,7,6,9,9,6,9,9,6,57.39%,56.4%,56.4%,0,0,0.304054054,0.675675676,0.006849315,0,0.315068493,0.643835616,0.006849315,0,0.315068493,0.643835616
6539,1420,Metro,9,6,9,2,6,1,3,6,5,45.37%,43.8%,43.8%,0.008474576,0.012711864,0.131355932,0.792372881,0.004237288,0.008474576,0.152542373,0.783898305,0.004237288,0.008474576,0.152542373,0.783898305
354,900,Metro,9,8,6,8,9,7,9,9,8,9.32%,9.1%,9.1%,0.084090909,0.009090909,0.147727273,0.702272727,0.071833648,0.017013233,0.151228733,0.697542533,0.071833648,0.017013233,0.151228733,0.697542533
4498,880,Metro,6,5,7,3,5,3,6,6,6,88.17%,81.5%,81.5%,0.043076923,0.018461538,0.664615385,0.24,0.043343653,0.012383901,0.650154799,0.278637771,0.043343653,0.012383901,0.650154799,0.278637771
408,880,Metro,7,1,9,6,2,11,6,1,6,74.72%,80.8%,80.8%,0.002770083,0.008310249,0.728531856,0.24099723,0.002710027,0.008130081,0.756097561,0.20596206,0.002710027,0.008130081,0.756097561,0.20596206
6554,2000,West Central,6,6,5,6,9,3,6,9,5,43.75%,42.0%,42.0%,0.010183299,0.00610998,0.199592668,0.720977597,0.014344262,0.008196721,0.229508197,0.68647541,0.014344262,0.008196721,0.229508197,0.68647541
7578,880,Metro,6,5,7,7,5,9,6,5,8,76.21%,76.0%,76.0%,0.086178862,0.21300813,0.447154472,0.219512195,0.073094868,0.206842924,0.429237947,0.244167963,0.073094868,0.206842924,0.429237947,0.244167963
7106,2180,West Central,4,6,3,5,6,5,2,6,3,67.40%,62.1%,62.1%,0.00486618,0.00243309,0.306569343,0.632603406,0.004672897,0.002336449,0.345794393,0.605140187,0.004672897,0.002336449,0.345794393,0.605140187
752,140,Metro,9,10,9,10,10,10,11,10,12,13.42%,13.2%,13.2%,0.031128405,0.007782101,0.073929961,0.832684825,0.028248588,0.003766478,0.073446328,0.836158192,0.028248588,0.003766478,0.073446328,0.836158192
418,880,Metro,3,1,5,3,1,6,5,1,7,96.24%,82.4%,82.4%,0.002824859,0.18079096,0.728813559,0.059322034,0.005797101,0.188405797,0.750724638,0.037681159,0.005797101,0.188405797,0.750724638,0.037681159
8402,2690,Pikes Peak,6,7,3,3,7,1,6,9,3,51.20%,56.0%,56.0%,0.002105263,0.004210526,0.555789474,0.431578947,0.002016129,0.004032258,0.544354839,0.443548387,0.002016129,0.004032258,0.544354839,0.443548387
6898,1060,Pikes Peak,6,7,6,6,7,5,6,9,5,27.55%,26.9%,26.9%,0.011560694,0.014450867,0.083815029,0.849710983,0.005434783,0.008152174,0.089673913,0.850543478,0.005434783,0.008152174,0.089673913,0.850543478
430,2640,Northwest,7,10,6,8,11,6,7,10,6,8.44%,7.3%,7.3%,0.017777778,0.002222222,0.122222222,0.851111111,0.017094017,0.002136752,0.123931624,0.856837607,0.017094017,0.002136752,0.123931624,0.856837607
9698,3020,Pikes Peak,7,7,6,6,8,6,5,6,5,27.54%,25.7%,25.7%,0.011111111,0.008333333,0.055555556,0.883333333,0.016901408,0.008450704,0.061971831,0.867605634,0.016901408,0.008450704,0.061971831,0.867605634
4530,1010,Pikes Peak,9,6,9,9,6,9,6,6,7,56.66%,57.8%,57.8%,0.009433962,0.022641509,0.309433962,0.569811321,0.013157895,0.02443609,0.304511278,0.565789474,0.013157895,0.02443609,0.304511278,0.565789474
6582,3050,Northeast,6,6,6,6,6,6,9,8,9,32.22%,45.2%,45.2%,0,0,0.075471698,0.91509434,0,0,0.084745763,0.881355932,0,0,0.084745763,0.881355932
4536,30,Metro,6,4,6,6,5,6,6,5,7,88.81%,90.7%,90.7%,0,0.018672199,0.82780083,0.128630705,0,0.010351967,0.838509317,0.136645963,0,0.010351967,0.838509317,0.136645963
441,480,Metro,9,9,9,7,9,6,6,9,6,11.14%,8.8%,8.8%,0.042689434,0.011739594,0.114194237,0.7886873,0.044759825,0.01419214,0.094978166,0.800218341,0.044759825,0.01419214,0.094978166,0.800218341
442,130,Metro,9,9,7,8,8,6,9,9,9,13.65%,14.3%,14.3%,0.091575092,0.115384615,0.153846154,0.576923077,0.090909091,0.110516934,0.167557932,0.575757576,0.090909091,0.110516934,0.167557932,0.575757576
8266,1110,Pikes Peak,7,7,6,6,8,6,6,9,5,20.24%,16.7%,16.7%,0.048076923,0.088141026,0.205128205,0.592948718,0.03968254,0.096825397,0.184126984,0.603174603,0.03968254,0.096825397,0.184126984,0.603174603
2496,1420,Metro,9,5,9,6,5,10,8,5,12,92.37%,94.3%,94.3%,0.01216545,0.01946472,0.822384428,0.111922141,0.002257336,0.011286682,0.812641084,0.137697517,0.002257336,0.011286682,0.812641084,0.137697517
4546,2035,Southwest,2,5,3,1,5,3,1,5,1,63.64%,64.1%,64.1%,0.005509642,0.005509642,0.157024793,0.542699725,0.004950495,0.002475248,0.148514851,0.581683168,0.004950495,0.002475248,0.148514851,0.581683168
452,1010,Pikes Peak,6,6,6,7,6,7,6,6,5,64.61%,62.7%,62.7%,0.005882353,0.055882353,0.297058824,0.523529412,0.01,0.05,0.296666667,0.513333333,0.01,0.05,0.296666667,0.513333333
4549,1420,Metro,12,8,11,10,7,9,7,9,6,35.01%,36.0%,36.0%,0.002053388,0.008213552,0.211498973,0.745379877,0.007393715,0.009242144,0.225508318,0.720887246,0.007393715,0.009242144,0.225508318,0.720887246
4550,1420,Metro,8,9,6,9,9,9,9,9,7,35.58%,35.0%,35.0%,0.016666667,0.007142857,0.247619048,0.695238095,0.018735363,0.011709602,0.255269321,0.676814988,0.018735363,0.011709602,0.255269321,0.676814988
6220,1560,North Central,9,9,8,9,8,6,7,6,6,23.62%,17.0%,17.0%,0.031914894,0.004255319,0.127659574,0.795744681,0.022371365,0.004474273,0.102908277,0.825503356,0.022371365,0.004474273,0.102908277,0.825503356
2506,880,Metro,6,6,7,6,7,6,6,7,6,40.75%,38.4%,38.4%,0.011385199,0.017077799,0.383301708,0.533206831,0.017513135,0.014010508,0.388791594,0.527145359,0.017513135,0.014010508,0.388791594,0.527145359
262,2000,West Central,10,6,12,9,6,12,6,7,6,31.62%,32.3%,32.3%,0.032581454,0.010025063,0.137844612,0.77443609,0.028436019,0.002369668,0.106635071,0.817535545,0.028436019,0.002369668,0.106635071,0.817535545
2510,1010,Pikes Peak,11,6,13,6,5,8,7,5,9,82.07%,82.9%,82.9%,0.012396694,0.049586777,0.479338843,0.417355372,0.012765957,0.080851064,0.476595745,0.395744681,0.012765957,0.080851064,0.476595745,0.395744681
465,180,Metro,9,7,9,6,6,6,9,6,7,29.01%,29.3%,29.3%,0.134615385,0.165064103,0.248397436,0.383012821,0.127388535,0.178343949,0.256369427,0.377388535,0.127388535,0.178343949,0.256369427,0.377388535
2514,1120,Pikes Peak,6,8,3,8,10,6,7,9,7,72.22%,78.9%,78.9%,0,0,0.015873016,0.984126984,0,0,0,1,0,0,0,1
469,980,Pikes Peak,4,5,5,6,6,7,9,6,9,77.14%,82.5%,82.5%,0.12,0.185714286,0.388571429,0.248571429,0.016393443,0.289617486,0.338797814,0.262295082,0.016393443,0.289617486,0.338797814,0.262295082
471,910,Northwest,6,6,9,6,6,8,9,6,9,77.22%,77.3%,77.3%,0.003717472,0.014869888,0.918215613,0.05204461,0.003389831,0.006779661,0.925423729,0.050847458,0.003389831,0.006779661,0.925423729,0.050847458
472,2700,Pikes Peak,5,6,5,6,6,6,6,6,7,83.58%,81.6%,81.6%,0,0.004504505,0.666666667,0.306306306,0,0.004587156,0.674311927,0.30733945,0,0.004587156,0.674311927,0.30733945
2522,2760,Northwest,6,7,6,6,6,6,6,7,4,45.68%,45.8%,45.8%,0.004975124,0.009950249,0.169154229,0.815920398,0.004854369,0,0.169902913,0.82038835,0.004854369,0,0.169902913,0.82038835
2524,1040,Pikes Peak,10,9,10,8,9,9,9,9,9,20.48%,14.1%,14.1%,0.005665722,0.008498584,0.099150142,0.815864023,0.011142061,0.008356546,0.108635097,0.805013928,0.011142061,0.008356546,0.108635097,0.805013928
477,1550,North Central,13,13,12,12,13,12,13,13,12,3.28%,3.3%,3.3%,0.054187192,0.004926108,0.031198686,0.888341544,0.047775947,0.003294893,0.036243822,0.89785832,0.047775947,0.003294893,0.036243822,0.89785832
2530,910,Northwest,10,6,10,9,6,10,10,6,12,49.38%,48.6%,48.6%,0.00931677,0,0.571428571,0.403726708,0.00273224,0,0.56284153,0.420765027,0.00273224,0,0.56284153,0.420765027
1788,880,Metro,3,2,5,3,1,6,5,2,6,96.02%,98.4%,98.4%,0.113978495,0.038709677,0.746236559,0.047311828,0.103837472,0.051918736,0.76523702,0.042889391,0.103837472,0.051918736,0.76523702,0.042889391
490,1550,North Central,6,8,6,9,9,9,11,10,9,17.15%,12.2%,12.2%,0.040707965,0.017699115,0.067256637,0.851327434,0.04206501,0.017208413,0.055449331,0.868068834,0.04206501,0.017208413,0.055449331,0.868068834
492,2405,North Central,5,5,5,6,6,6,5,5,6,71.90%,71.7%,71.7%,0.002178649,0.019607843,0.636165577,0.320261438,0.00212766,0.021276596,0.608510638,0.346808511,0.00212766,0.021276596,0.608510638,0.346808511
6642,480,Metro,13,12,12,13,12,12,13,12,12,5.42%,6.9%,6.9%,0.057228916,0.009036145,0.027108434,0.88253012,0.060240964,0.009036145,0.024096386,0.88253012,0.060240964,0.009036145,0.024096386,0.88253012
501,10,Metro,3,2,6,3,3,6,3,3,3,82.93%,80.8%,80.8%,0.012019231,0.004807692,0.826923077,0.141826923,0.01038961,0.005194805,0.797402597,0.161038961,0.01038961,0.005194805,0.797402597,0.161038961
2550,1420,Metro,6,3,6,5,4,6,3,3,6,90.82%,87.9%,87.9%,0.014492754,0.043478261,0.623188406,0.263285024,0.029748284,0.054919908,0.633867277,0.244851259,0.029748284,0.054919908,0.633867277,0.244851259
503,10,Metro,5,6,5,6,7,4,6,7,6,72.82%,73.2%,73.2%,0.014725569,0.010709505,0.752342704,0.187416332,0.008108108,0.013513514,0.739189189,0.197297297,0.008108108,0.013513514,0.739189189,0.197297297
2552,480,Metro,12,10,12,11,9,9,11,10,10,16.78%,17.5%,17.5%,0.072847682,0.004415011,0.154525386,0.693156733,0.067510549,0.006329114,0.185654008,0.687763713,0.067510549,0.006329114,0.185654008,0.687763713
505,10,Metro,3,1,6,5,3,7,5,3,6,82.47%,83.3%,83.3%,0.02247191,0.015730337,0.759550562,0.184269663,0.008810573,0.011013216,0.77753304,0.182819383,0.008810573,0.011013216,0.77753304,0.182819383
506,10,Metro,6,5,7,6,5,6,7,4,9,70.57%,67.8%,67.8%,0.005714286,0.02,0.582857143,0.362857143,0.005555556,0.022222222,0.583333333,0.35,0.005555556,0.022222222,0.583333333,0.35
507,10,Metro,9,4,11,6,3,12,9,3,12,88.01%,90.9%,90.9%,0.00877193,0,0.789473684,0.18128655,0.005494505,0.008241758,0.821428571,0.148351648,0.005494505,0.008241758,0.821428571,0.148351648
509,10,Metro,3,1,5,3,2,5,1,1,3,78.64%,76.5%,76.5%,0.018181818,0.022727273,0.636363636,0.284090909,0.013824885,0.016129032,0.626728111,0.304147465,0.013824885,0.016129032,0.626728111,0.304147465
